,Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Year,Month,Day,Weekday,Week
21,0,2403,3,1,900000.0,1,19,2.5,3067.0,3.0,2.0,2.0,0.0,135.0,2010.0,31,-37.8093,144.9959,2,4019.0,2017,3,18,5,11
22,0,2530,3,2,1090000.0,1,106,2.5,3067.0,3.0,2.0,2.0,4290.0,27.0,1940.0,31,-37.8078,144.9965,2,4019.0,2017,3,18,5,11
23,0,11073,2,2,500000.0,1,49,2.5,3067.0,2.0,1.0,1.0,0.0,60.0,1970.0,31,-37.8015,144.9972,2,4019.0,2016,6,18,5,24
24,0,10411,2,0,1100000.0,0,23,2.5,3067.0,2.0,2.0,1.0,124.0,135.0,2013.0,31,-37.8079,144.9977,2,4019.0,2016,6,18,5,24
25,0,9728,2,0,1315000.0,1,135,2.5,3067.0,2.0,1.0,0.0,147.0,85.0,1900.0,31,-37.808,144.994,2,4019.0,2016,11,19,5,46
26,0,10064,1,2,426000.0,3,85,2.5,3067.0,1.0,1.0,1.0,0.0,84.0,0.0,31,-37.8016,144.9988,2,4019.0,2016,8,22,0,34
27,0,9621,3,0,1447500.0,0,155,2.5,3067.0,3.0,3.0,1.0,166.0,174.0,2012.0,31,-37.8017,145.0001,2,4019.0,2016,8,22,0,34
28,0,1791,1,2,457000.0,1,106,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,0.0,31,-37.8078,144.9965,2,4019.0,2016,8,22,0,34
29,0,3125,2,0,1135000.0,1,155,2.5,3067.0,2.0,2.0,2.0,98.0,128.0,1920.0,31,-37.8005,144.9952,2,4019.0,2016,8,22,0,34
30,0,7564,4,0,1542000.0,1,49,2.5,3067.0,4.0,3.0,1.0,0.0,150.0,0.0,31,-37.7994,144.9965,2,4019.0,2016,9,24,5,38
31,0,3364,3,0,1290000.0,1,23,2.5,3067.0,3.0,2.0,2.0,147.0,18.0,0.0,31,-37.805,144.9943,2,4019.0,2017,2,25,5,8
32,0,11237,3,0,1290000.0,1,23,2.5,3067.0,3.0,1.0,1.0,168.0,124.0,1950.0,31,-37.8007,144.9958,2,4019.0,2017,2,25,5,8
33,0,1633,1,2,470000.0,1,155,2.5,3067.0,1.0,1.0,1.0,0.0,50.0,2013.0,31,-37.8055,144.9961,2,4019.0,2016,7,26,1,30
34,0,9594,2,0,1180000.0,1,106,2.5,3067.0,2.0,1.0,0.0,162.0,91.0,1900.0,31,-37.8016,144.9956,2,4019.0,2016,11,27,6,47
35,0,9484,3,0,1195000.0,3,106,2.5,3067.0,3.0,2.0,1.0,120.0,128.0,1998.0,31,-37.8022,144.9954,2,4019.0,2016,11,27,6,47
36,0,5127,2,0,1012500.0,1,155,2.5,3067.0,2.0,1.0,0.0,182.0,82.0,1900.0,31,-37.8021,144.9976,2,4019.0,2016,5,28,5,21
37,0,6240,2,0,1030000.0,1,23,2.5,3067.0,2.0,1.0,1.0,172.0,81.0,1930.0,31,-37.8086,144.9946,2,4019.0,2016,7,30,5,30
38,2,3092,3,1,840000.0,0,155,13.5,3042.0,3.0,2.0,1.0,303.0,225.0,2016.0,21,-37.718,144.878,6,3464.0,2016,9,3,5,35
39,2,10215,3,0,730000.0,4,155,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,21,-37.7203,144.8755,6,3464.0,2016,12,3,5,48
40,2,10215,3,0,770000.0,3,155,13.5,3042.0,3.0,2.0,1.0,0.0,145.0,1965.0,21,-37.7203,144.8755,6,3464.0,2017,3,4,5,9
41,2,5661,2,0,603000.0,1,155,13.5,3042.0,2.0,1.0,1.0,272.0,84.0,1950.0,21,-37.7294,144.888,6,3464.0,2017,3,4,5,9
42,2,895,3,1,700000.0,1,28,13.5,3042.0,3.0,2.0,2.0,239.0,134.0,2009.0,21,-37.7218,144.8837,6,3464.0,2017,3,4,5,9
43,2,650,3,0,600000.0,1,133,13.5,3042.0,2.0,1.0,1.0,290.0,116.0,1980.0,21,-37.7273,144.8744,6,3464.0,2017,3,4,5,9
44,2,4761,2,2,500000.0,4,16,13.5,3042.0,2.0,1.0,1.0,168.0,86.0,2011.0,21,-37.7215,144.8864,6,3464.0,2017,3,4,5,9
45,2,10502,3,0,720000.0,1,16,13.5,3042.0,2.0,1.0,1.0,620.0,180.69649660812192,0.0,21,-37.7173,144.8872,6,3464.0,2016,8,6,5,31
46,2,8072,4,0,785000.0,1,53,13.5,3042.0,3.0,1.0,2.0,597.0,127.0,0.0,21,-37.7259,144.8792,6,3464.0,2016,8,6,5,31
47,2,1504,6,0,725000.0,3,16,13.5,3042.0,6.0,3.0,2.0,976.0,186.0,1980.0,21,-37.7239,144.8735,6,3464.0,2016,5,7,5,18
48,2,4589,2,1,450000.0,1,16,13.5,3042.0,2.0,1.0,1.0,110.0,90.0,2015.0,21,-37.7216,144.871,6,3464.0,2016,5,7,5,18
49,2,7023,2,2,515000.0,1,16,13.5,3042.0,2.0,1.0,1.0,141.0,73.0,2013.0,21,-37.7298,144.8883,6,3464.0,2016,11,7,0,45
50,2,4852,2,2,530000.0,1,155,13.5,3042.0,2.0,1.0,1.0,120.0,94.0,2012.0,21,-37.7234,144.8792,6,3464.0,2016,9,10,5,36
51,2,6708,3,0,895000.0,0,204,13.5,3042.0,3.0,1.0,6.0,1063.0,133.0,1975.0,21,-37.7249,144.8728,6,3464.0,2016,9,10,5,36
52,2,2273,3,0,805000.0,1,155,13.5,3042.0,3.0,1.0,1.0,0.0,105.0,1950.0,21,-37.7217,144.8783,6,3464.0,2016,12,10,5,49
53,2,706,3,2,752000.0,1,155,13.5,3042.0,3.0,1.0,1.0,265.0,130.0,1993.0,21,-37.7302,144.8855,6,3464.0,2017,2,11,5,6
54,2,2821,2,2,440000.0,1,16,13.5,3042.0,2.0,1.0,1.0,192.0,103.48936170212767,0.0,21,-37.7177,144.8787,6,3464.0,2016,8,13,5,32
55,2,5902,5,0,755000.0,0,186,13.5,3042.0,3.0,2.0,2.0,596.0,173.70179351361398,0.0,21,-37.7248,144.8699,6,3464.0,2016,5,14,5,19
56,2,4721,3,1,700000.0,0,28,13.5,3042.0,3.0,2.0,2.0,165.0,133.0,2009.0,21,-37.727,144.887,6,3464.0,2016,10,15,5,41
57,2,3804,3,0,830000.0,1,16,13.5,3042.0,3.0,1.0,2.0,971.0,113.0,1960.0,21,-37.7186,144.876,6,3464.0,2016,4,16,5,15
58,2,8896,2,2,462500.0,1,16,13.5,3042.0,2.0,1.0,1.0,164.0,88.39716312056737,2003.0,21,-37.7218,144.8863,6,3464.0,2016,7,16,5,28
59,2,9294,3,0,670000.0,3,16,13.5,3042.0,3.0,2.0,2.0,657.0,191.47999721215498,0.0,21,-37.7269,144.8742,6,3464.0,2016,7,16,5,28
60,2,3601,2,0,675000.0,1,16,13.5,3042.0,2.0,1.0,1.0,612.0,100.0,1975.0,21,-37.7187,144.8765,6,3464.0,2016,7,16,5,28
61,2,2529,3,0,1042000.0,1,155,13.5,3042.0,3.0,2.0,5.0,612.0,174.0,1950.0,21,-37.7173,144.8796,6,3464.0,2016,7,16,5,28
62,2,12158,3,0,910000.0,1,139,13.5,3042.0,3.0,1.0,1.0,775.0,225.87062076015238,2006.0,21,-37.7231,144.8835,6,3464.0,2016,9,17,5,37
63,2,10887,4,0,773000.0,1,28,13.5,3042.0,5.0,3.0,4.0,531.0,309.0,1980.0,21,-37.7263,144.8679,6,3464.0,2016,9,17,5,37
64,2,9615,3,0,810000.0,0,16,13.5,3042.0,3.0,3.0,2.0,555.0,192.0,1980.0,21,-37.7285,144.8694,6,3464.0,2017,3,18,5,11
65,2,2811,3,0,715000.0,1,204,13.5,3042.0,3.0,2.0,2.0,422.0,126.0,1995.0,21,-37.7164,144.8792,6,3464.0,2017,3,18,5,11
66,2,1333,3,0,790000.0,1,155,13.5,3042.0,3.0,1.0,3.0,614.0,178.94782083449493,0.0,21,-37.7194,144.8827,6,3464.0,2017,3,18,5,11
67,2,7268,3,1,540000.0,3,155,13.5,3042.0,2.0,2.0,1.0,161.0,101.0,2010.0,21,-37.7231,144.8802,6,3464.0,2016,6,18,5,24
68,2,8152,3,1,825000.0,3,16,13.5,3042.0,3.0,2.0,1.0,293.0,102.0,1960.0,21,-37.72,144.8776,6,3464.0,2016,11,19,5,46
69,2,1004,3,0,685000.0,1,16,13.5,3042.0,3.0,1.0,1.0,579.0,113.0,1975.0,21,-37.7226,144.8733,6,3464.0,2016,5,22,6,20
70,2,1687,3,0,805000.0,1,16,13.5,3042.0,3.0,1.0,1.0,623.0,181.5708344949354,0.0,21,-37.7184,144.882,6,3464.0,2016,8,22,0,34
71,2,4413,2,2,510000.0,1,155,13.5,3042.0,2.0,1.0,1.0,141.0,76.0,0.0,21,-37.7202,144.8797,6,3464.0,2016,8,22,0,34
72,2,1323,3,0,612000.0,1,155,13.5,3042.0,3.0,2.0,1.0,212.0,61.786544001486845,0.0,21,-37.7181,144.8824,6,3464.0,2016,8,22,0,34
73,2,1803,3,0,662000.0,1,28,13.5,3042.0,3.0,1.0,2.0,612.0,178.3649289099526,0.0,21,-37.7169,144.8815,6,3464.0,2016,4,23,5,16
74,2,7894,4,0,978000.0,1,155,13.5,3042.0,4.0,3.0,2.0,532.0,155.04925192825945,0.0,21,-37.7263,144.869,6,3464.0,2016,9,24,5,38
75,2,7780,3,0,720000.0,0,155,13.5,3042.0,3.0,1.0,1.0,585.0,170.49588792863116,0.0,21,-37.72,144.878,6,3464.0,2017,2,25,5,8
76,2,9732,4,0,765000.0,1,184,13.5,3042.0,4.0,1.0,2.0,509.0,148.34599479602267,0.0,21,-37.7261,144.8785,6,3464.0,2016,11,27,6,47
77,2,12790,4,0,900000.0,1,90,13.5,3042.0,4.0,2.0,3.0,628.0,146.0,1975.0,21,-37.7256,144.8739,6,3464.0,2016,11,27,6,47
78,4,1305,2,0,1275000.0,1,260,3.3,3206.0,2.0,1.0,0.0,120.0,82.0,1900.0,25,-37.8459,144.9555,5,3280.0,2016,9,3,5,35
79,4,12789,2,0,1455000.0,1,227,3.3,3206.0,2.0,1.0,0.0,159.0,132.5,0.0,25,-37.845,144.9538,5,3280.0,2016,9,3,5,35
80,4,1726,3,0,2850000.0,0,32,3.3,3206.0,3.0,2.0,0.0,211.0,198.0,1890.0,25,-37.8481,144.9499,5,3280.0,2017,3,4,5,9
81,4,13261,3,0,1850000.0,1,85,3.3,3206.0,3.0,2.0,0.0,128.0,133.0,1890.0,25,-37.8452,144.9488,5,3280.0,2017,3,4,5,9
82,4,8386,2,0,1436000.0,1,192,3.3,3206.0,2.0,1.0,0.0,130.0,81.0,1900.0,25,-37.8431,144.9565,5,3280.0,2017,3,4,5,9
83,4,12155,2,0,1110000.0,1,135,3.3,3206.0,1.0,1.0,0.0,147.0,122.5,1900.0,25,-37.8444,144.9484,5,3280.0,2016,8,6,5,31
84,4,10484,2,0,1550000.0,1,219,3.3,3206.0,2.0,1.0,1.0,167.0,139.16666666666669,0.0,25,-37.8405,144.9521,5,3280.0,2016,5,7,5,18
85,4,1286,4,0,2300000.0,1,135,3.3,3206.0,4.0,2.0,1.0,153.0,180.0,1880.0,25,-37.8447,144.9523,5,3280.0,2016,5,7,5,18
86,4,9758,3,1,1550000.0,4,135,3.3,3206.0,3.0,2.0,2.0,718.0,135.0,0.0,25,-37.8443,144.9598,5,3280.0,2016,11,7,0,45
87,4,151,3,0,1800000.0,4,85,3.3,3206.0,3.0,2.0,1.0,132.0,159.0,1996.0,25,-37.8415,144.952,5,3280.0,2016,11,7,0,45
88,4,6504,2,0,2120000.0,1,85,3.3,3206.0,2.0,1.0,1.0,199.0,107.0,1900.0,25,-37.8422,144.9554,5,3280.0,2016,9,10,5,36
89,4,6750,3,0,1800000.0,4,41,3.3,3206.0,3.0,1.0,1.0,253.0,210.83333333333334,2006.0,25,-37.8443,144.9579,5,3280.0,2016,9,10,5,36
90,4,5821,3,0,1800000.0,1,135,3.3,3206.0,3.0,2.0,1.0,90.0,122.0,1900.0,25,-37.8421,144.9571,5,3280.0,2016,9,10,5,36
91,4,9360,2,0,1810000.0,0,85,3.3,3206.0,2.0,1.0,0.0,240.0,200.0,0.0,25,-37.8379,144.9539,5,3280.0,2016,12,10,5,49
92,4,4149,3,0,2615000.0,1,41,3.3,3206.0,3.0,2.0,1.0,177.0,181.0,1880.0,25,-37.8415,144.9585,5,3280.0,2016,12,10,5,49
93,4,5645,5,0,2100000.0,1,85,3.3,3206.0,5.0,2.0,1.0,237.0,197.5,0.0,25,-37.8436,144.9557,5,3280.0,2016,12,10,5,49
94,4,7552,3,0,1300000.0,1,260,3.3,3206.0,3.0,1.0,0.0,129.0,107.5,0.0,25,-37.8422,144.94899999999996,5,3280.0,2016,12,10,5,49
95,4,9755,3,0,1370000.0,1,85,3.3,3206.0,3.0,2.0,2.0,0.0,85.0,2000.0,25,-37.8451,144.9511,5,3280.0,2016,6,12,6,23
96,4,11200,2,0,1000000.0,1,41,3.3,3206.0,2.0,1.0,0.0,288.0,240.0,2006.0,25,-37.8407,144.9523,5,3280.0,2016,11,12,5,45
97,4,11974,3,0,2575000.0,1,85,3.3,3206.0,3.0,2.0,1.0,228.0,190.0,0.0,25,-37.8445,144.9501,5,3280.0,2016,10,15,5,41
98,4,11439,2,0,1322500.0,1,85,3.3,3206.0,2.0,1.0,0.0,149.0,98.0,1890.0,25,-37.8443,144.9481,5,3280.0,2016,10,15,5,41
99,4,8106,2,0,1562500.0,1,85,3.3,3206.0,2.0,1.0,0.0,141.0,83.0,1890.0,25,-37.8424,144.9562,5,3280.0,2016,10,15,5,41
100,4,12811,3,0,2000000.0,4,192,3.3,3206.0,3.0,2.0,1.0,211.0,147.0,1900.0,25,-37.847,144.9575,5,3280.0,2016,4,16,5,15
101,4,2203,3,0,1900000.0,1,85,3.3,3206.0,3.0,1.0,0.0,209.0,174.16666666666669,1900.0,25,-37.8468,144.9546,5,3280.0,2017,3,18,5,11
102,4,13326,3,0,3010000.0,1,85,3.3,3206.0,3.0,2.0,0.0,147.0,146.0,1890.0,25,-37.8473,144.9551,5,3280.0,2017,3,18,5,11
103,4,10583,4,0,2800000.0,4,41,3.3,3206.0,4.0,3.0,1.0,327.0,254.0,1910.0,25,-37.8467,144.9475,5,3280.0,2016,6,18,5,24
104,4,1121,2,2,647000.0,1,85,3.3,3206.0,2.0,1.0,1.0,0.0,84.0,0.0,25,-37.846,144.9542,5,3280.0,2016,5,22,6,20
105,4,10567,3,0,2100000.0,3,135,3.3,3206.0,2.0,1.0,1.0,120.0,123.0,1900.0,25,-37.8427,144.9546,5,3280.0,2016,4,23,5,16
106,4,9727,3,0,2000000.0,0,135,3.3,3206.0,3.0,1.0,1.0,238.0,131.0,1890.0,25,-37.8461,144.9528,5,3280.0,2016,9,24,5,38
107,4,2434,1,2,442500.0,1,135,3.3,3206.0,1.0,1.0,0.0,0.0,34.0,1970.0,25,-37.8421,144.9517,5,3280.0,2017,2,25,5,8
108,4,1775,4,0,4735000.0,1,135,3.3,3206.0,4.0,2.0,1.0,330.0,207.0,1910.0,25,-37.8477,144.9558,5,3280.0,2017,2,25,5,8
109,4,7667,2,0,1340000.0,1,85,3.3,3206.0,2.0,1.0,0.0,136.0,113.33333333333334,0.0,25,-37.846,144.9517,5,3280.0,2017,2,25,5,8
110,4,7904,3,0,1801000.0,1,260,3.3,3206.0,3.0,1.0,1.0,202.0,168.33333333333334,0.0,25,-37.8429,144.9493,5,3280.0,2017,2,25,5,8
111,4,6636,3,0,1532000.0,1,46,3.3,3206.0,3.0,3.0,1.0,0.0,150.0,0.0,25,-37.8415,144.9585,5,3280.0,2016,7,26,1,30
112,4,5468,3,0,3755000.0,1,85,3.3,3206.0,3.0,2.0,2.0,325.0,270.83333333333337,2006.0,25,-37.8413,144.95,5,3280.0,2016,7,26,1,30
113,4,6225,4,0,2140000.0,1,85,3.3,3206.0,3.0,2.0,1.0,183.0,145.0,1880.0,25,-37.8434,144.9495,5,3280.0,2016,6,27,0,26
114,4,9370,2,0,1750000.0,1,135,3.3,3206.0,2.0,1.0,1.0,162.0,135.0,0.0,25,-37.8416,144.9488,5,3280.0,2016,11,27,6,47
115,4,10807,2,0,980000.0,1,85,3.3,3206.0,2.0,1.0,0.0,79.0,68.0,1890.0,25,-37.8387,144.9519,5,3280.0,2016,5,28,5,21
116,4,5595,3,0,2030000.0,1,260,3.3,3206.0,3.0,2.0,0.0,152.0,126.66666666666667,0.0,25,-37.8488,144.9551,5,3280.0,2016,8,28,6,34
117,4,3504,3,0,1740000.0,0,135,3.3,3206.0,3.0,2.0,2.0,147.0,134.0,1890.0,25,-37.8448,144.9453,5,3280.0,2016,8,28,6,34
118,4,12116,3,0,2800000.0,4,32,3.3,3206.0,3.0,3.0,1.0,0.0,150.0,0.0,25,-37.8399,144.9577,5,3280.0,2016,7,30,5,30
119,4,12946,1,0,985000.0,1,135,3.3,3206.0,1.0,1.0,0.0,81.0,54.0,1900.0,25,-37.8411,144.9497,5,3280.0,2016,7,30,5,30
120,6,10968,4,0,2000000.0,1,27,6.4,3078.0,3.0,2.0,4.0,853.0,263.0,1930.0,6,-37.7707,145.0318,2,2211.0,2016,9,3,5,35
121,6,10168,3,0,1110000.0,1,106,6.4,3078.0,3.0,2.0,2.0,208.0,74.15959252971138,2013.0,31,-37.7854,145.0325,2,2211.0,2016,9,3,5,35
122,6,2516,3,0,1492000.0,1,106,6.4,3078.0,3.0,2.0,2.0,411.0,146.5365025466893,0.0,6,-37.7713,145.0279,2,2211.0,2017,3,4,5,9
123,6,9400,4,0,1717500.0,1,49,6.4,3078.0,4.0,2.0,1.0,599.0,203.0,1925.0,6,-37.7717,145.031,2,2211.0,2016,10,8,5,40
124,6,12737,5,0,2840000.0,1,155,6.4,3078.0,5.0,4.0,4.0,809.0,165.0,1910.0,6,-37.775,145.0268,2,2211.0,2016,6,12,6,23
125,6,7022,2,2,525500.0,1,146,6.4,3078.0,2.0,1.0,1.0,88.0,60.0,1960.0,6,-37.7791,145.0306,2,2211.0,2016,11,12,5,45
126,6,8745,2,1,805000.0,1,146,6.4,3078.0,2.0,2.0,3.0,155.0,140.0,2004.0,6,-37.7804,145.0308,2,2211.0,2016,11,12,5,45
127,6,4776,2,2,465000.0,1,140,6.4,3078.0,2.0,1.0,1.0,0.0,84.0,0.0,6,-37.7773,145.0314,2,2211.0,2016,11,12,5,45
128,6,12704,3,0,2000000.0,0,260,6.4,3078.0,3.0,3.0,2.0,686.0,244.58404074702884,2006.0,6,-37.78,145.0341,2,2211.0,2016,10,15,5,41
129,6,9391,3,0,1540000.0,1,155,6.4,3078.0,3.0,1.0,2.0,592.0,211.06960950764005,2006.0,6,-37.7755,145.0288,2,2211.0,2016,4,16,5,15
130,6,7326,2,2,820000.0,1,155,6.4,3078.0,2.0,1.0,1.0,183.0,inf,2007.0,6,-37.7747,145.0264,2,2211.0,2017,3,18,5,11
131,6,943,4,0,1830000.0,1,155,6.4,3078.0,4.0,2.0,2.0,606.0,112.0,1970.0,6,-37.7743,145.0316,2,2211.0,2016,11,19,5,46
132,6,8224,4,0,2100000.0,1,155,6.4,3078.0,4.0,2.0,2.0,575.0,271.0,2008.0,6,-37.7723,145.0319,2,2211.0,2016,11,19,5,46
133,6,6641,3,0,865000.0,3,260,6.4,3078.0,3.0,1.0,1.0,180.0,131.0,2010.0,6,-37.7802,145.0243,2,2211.0,2016,5,22,6,20
134,6,10156,2,2,390000.0,4,155,6.4,3078.0,2.0,1.0,1.0,0.0,60.0,1960.0,6,-37.7773,145.0314,2,2211.0,2016,5,22,6,20
135,6,11948,2,1,650000.0,3,27,6.4,3078.0,0.0,1.0,0.0,0.0,135.0,0.0,31,-37.7848,145.025,2,2211.0,2016,9,24,5,38
136,6,340,2,2,512000.0,1,127,6.4,3078.0,2.0,1.0,1.0,0.0,61.0,1965.0,6,-37.7805,145.0262,2,2211.0,2017,2,25,5,8
137,6,5491,3,0,1165000.0,1,16,6.4,3078.0,3.0,1.0,2.0,979.0,349.0492359932088,2006.0,31,-37.7792,145.029,2,2211.0,2016,6,27,0,26
138,6,1544,4,0,1900000.0,3,140,6.4,3078.0,4.0,2.0,2.0,556.0,272.0,1930.0,31,-37.7844,145.0225,2,2211.0,2016,11,27,6,47
139,6,10926,3,0,1485000.0,3,140,6.4,3078.0,3.0,0.0,0.0,597.0,212.8522920203735,2006.0,6,-37.7781,145.0284,2,2211.0,2016,8,28,6,34
140,6,9243,4,0,1950000.0,1,106,6.4,3078.0,4.0,2.0,3.0,589.0,210.0,1920.0,6,-37.7719,145.0309,2,2211.0,2016,7,30,5,30
141,7,3119,3,0,520000.0,4,85,13.8,3018.0,3.0,2.0,1.0,352.0,242.0,2015.0,10,-37.87,144.825,6,5301.0,2016,9,3,5,35
142,7,10710,5,0,1525000.0,1,85,13.8,3018.0,5.0,3.0,3.0,729.0,268.0,2005.0,10,-37.8721,144.8105,6,5301.0,2016,12,3,5,48
143,7,305,2,1,720000.0,1,260,13.8,3018.0,2.0,1.0,2.0,292.0,125.0,2013.0,10,-37.8687,144.8197,6,5301.0,2016,2,4,3,5
144,7,8438,3,0,1120000.0,1,15,13.8,3018.0,3.0,1.0,2.0,506.0,120.0,1930.0,10,-37.8693,144.8375,6,5301.0,2017,3,4,5,9
145,7,5056,4,0,780000.0,0,222,13.8,3018.0,4.0,1.0,4.0,655.0,145.83260102983684,0.0,10,-37.868,144.8154,6,5301.0,2016,6,4,5,22
146,7,6551,4,0,1780000.0,3,85,13.8,3018.0,4.0,3.0,6.0,1057.0,220.0,1962.0,10,-37.8681,144.819,6,5301.0,2016,6,4,5,22
147,7,409,3,2,630000.0,1,15,13.8,3018.0,2.0,1.0,2.0,311.0,94.0,1955.0,10,-37.8702,144.8143,6,5301.0,2016,8,6,5,31
148,7,10124,2,2,406000.0,3,260,13.8,3018.0,2.0,1.0,1.0,65.0,32.21739130434783,0.0,10,-37.8693,144.8171,6,5301.0,2016,8,6,5,31
149,7,3104,3,0,660000.0,4,85,13.8,3018.0,3.0,1.0,1.0,602.0,123.0,1955.0,10,-37.8616,144.8116,6,5301.0,2016,5,7,5,18
150,7,1529,3,0,683500.0,1,85,13.8,3018.0,3.0,1.0,1.0,530.0,118.00195197834127,0.0,10,-37.8594,144.817,6,5301.0,2016,11,7,0,45
151,7,327,2,2,580000.0,1,15,13.8,3018.0,2.0,1.0,1.0,225.0,93.0,1988.0,10,-37.8696,144.827,6,5301.0,2016,10,8,5,40
152,7,3596,3,0,1335000.0,1,260,13.8,3018.0,3.0,1.0,4.0,777.0,22.0,1953.0,10,-37.8697,144.8249,6,5301.0,2016,10,8,5,40
153,7,546,3,1,800000.0,3,260,13.8,3018.0,3.0,2.0,2.0,280.0,216.04060913705584,1997.0,10,-37.8734,144.8143,6,5301.0,2016,10,8,5,40
154,7,7082,2,2,510000.0,1,239,13.8,3018.0,2.0,1.0,1.0,127.0,76.0,1990.0,10,-37.8686,144.8182,6,5301.0,2016,9,10,5,36
155,7,6198,4,0,1070000.0,1,15,13.8,3018.0,4.0,2.0,2.0,695.0,154.73840872631544,0.0,10,-37.8733,144.8147,6,5301.0,2016,9,10,5,36
156,7,8889,2,2,425000.0,1,260,13.8,3018.0,2.0,1.0,2.0,115.0,57.0,1980.0,10,-37.871,144.8185,6,5301.0,2016,9,10,5,36
157,7,818,3,2,605000.0,1,104,13.8,3018.0,3.0,2.0,2.0,230.0,114.0,0.0,10,-37.8646,144.827,6,5301.0,2016,12,10,5,49
158,7,4060,3,1,705000.0,1,260,13.8,3018.0,3.0,2.0,2.0,197.0,152.0,0.0,10,-37.8579,144.8181,6,5301.0,2017,2,11,5,6
159,7,8820,2,2,391000.0,3,85,13.8,3018.0,2.0,1.0,1.0,0.0,65.0,1965.0,10,-37.8678,144.8384,6,5301.0,2017,2,11,5,6
